# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  119       4.368565528038e-10       1.339488994159e-13      -4.646276814893e-12       0.000000000000e+00       6.789972654636e-12       1.058371713110e-12      -6.238160016638e-15 
  120       4.413178102301e-10       1.351871192700e-13      -4.722041997871e-12       0.000000000000e+00       6.635941347121e-12       1.039442551557e-12      -6.175402506950e-15 
  121       4.457912889240e-10       1.363725649470e-13      -4.796491117105e-12       0.000000000000e+00       6.486490111773e-12       1.020985810535e-12      -6.106477367281e-15 
  122       4.502760760688e-10       1.375039709522e-13      -4.869550690286e-12       0.000000000000e+00       6.341521735711e-12       1.002994456878e-12      -6.032244087814e-15 
  123       4.547711622736e-10       1.385801083597e-13      -4.941147087104e-12       0.000000000000e+00       6.200909249359e-12       9.854582158237e-13      -5.953626607567e-15 
  124       4.592754388323e-10       1.395997861792e-13      -5.011206557458e-12       0.000000000000e+00       6.064495113999e-12       9.683634795477e-13      -5.871614648357e-15 
  125       4.637876949838e-10       1.405618527240e-13      -5.079655259664e-12       0.000000000000e+00       5.932090409308e-12       9.516932157018e-13      -5.787265048774e-15 
  126       4.683066151709e-10       1.414651969776e-13      -5.146419288663e-12       0.000000000000e+00       5.803474020914e-12       9.354268759481e-13      -5.701703098148e-15 
  127       4.728307763002e-10       1.423087499610e-13      -5.211424704228e-12       0.000000000000e+00       5.678391827940e-12       9.195403044957e-13      -5.616123870519e-15 
  128       4.773586450011e-10       1.430914861007e-13      -5.274597559174e-12       0.000000000000e+00       5.556555890548e-12       9.040056466363e-13      -5.531793558608e-15 
  129       4.818887395689e-10       1.438124691128e-13      -5.335865259956e-12       0.000000000000e+00       5.437706338864e-12       8.887977508822e-13      -5.449805421552e-15 
  130       4.864201416999e-10       1.444709924458e-13      -5.395160757292e-12       0.000000000000e+00       5.321806441564e-12       8.739143637163e-13      -5.370314524675e-15 
  131       4.909520359762e-10       1.450664569004e-13      -5.452418870704e-12       0.000000000000e+00       5.208867500794e-12       8.593579876957e-13      -5.293221179876e-15 
  132       4.954835486682e-10       1.455983291622e-13      -5.507575034709e-12       0.000000000000e+00       5.098887708810e-12       8.451295418798e-13      -5.218408388854e-15 
  133       5.000137461725e-10       1.460661434873e-13      -5.560565336562e-12       0.000000000000e+00       4.991851784194e-12       8.312283168324e-13      -5.145741421185e-15 
  134       5.045416334496e-10       1.464695033881e-13      -5.611326553997e-12       0.000000000000e+00       4.887730608064e-12       8.176519296233e-13      -5.075067392397e-15 
  135       5.090661524617e-10       1.468080833194e-13      -5.659796192969e-12       0.000000000000e+00       4.786480860292e-12       8.043962788302e-13      -5.006214842044e-15 
  136       5.135861806110e-10       1.470816303640e-13      -5.705912525401e-12       0.000000000000e+00       4.688044655721e-12       7.914554995401e-13      -4.938993311782e-15 
  137       5.181005291772e-10       1.472899659185e-13      -5.749614626919e-12       0.000000000000e+00       4.592349180376e-12       7.788219183513e-13      -4.873192923444e-15 
  138       5.226079417555e-10       1.474329873794e-13      -5.790842414602e-12       0.000000000000e+00       4.499306327685e-12       7.664860083755e-13      -4.808583957119e-15 
  139       5.271070926946e-10       1.475106698283e-13      -5.829536684719e-12       0.000000000000e+00       4.408812334685e-12       7.544363442387e-13      -4.744916429218e-15 
  140       5.315965855344e-10       1.475230677185e-13      -5.865639150474e-12       0.000000000000e+00       4.320747418248e-12       7.426595570839e-13      -4.681919670561e-15 
  141       5.360749514439e-10       1.474703165602e-13      -5.899092479748e-12       0.000000000000e+00       4.234975411286e-12       7.311402895719e-13      -4.619301904443e-15 
  142       5.405406476593e-10       1.473526346068e-13      -5.929840332840e-12       0.000000000000e+00       4.151343398973e-12       7.198611508842e-13      -4.556749824712e-15 
  143       5.449920559216e-10       1.471703245402e-13      -5.957827400213e-12       0.000000000000e+00       4.069681354958e-12       7.088026717235e-13      -4.493928173849e-15 
  144       5.494276130603e-10       1.469237854815e-13      -5.982999786634e-12       0.000000000000e+00       3.989837791195e-12       6.979474744121e-13      -4.430549281337e-15 
  145       5.538462205511e-10       1.466135467970e-13      -6.005306126611e-12       0.000000000000e+00       3.911791436510e-12       6.872933415237e-13      -4.366590296020e-15 
  146       5.582468725534e-10       1.462402408452e-13      -6.024696651183e-12       0.000000000000e+00       3.835549927767e-12       6.768413561021e-13      -4.302096667588e-15 
  147       5.626285265949e-10       1.458045946810e-13      -6.041122890774e-12       0.000000000000e+00       3.761114629465e-12       6.665917816660e-13      -4.237114089661e-15 
  148       5.669901027690e-10       1.453074318011e-13      -6.054537714928e-12       0.000000000000e+00       3.688480476932e-12       6.565440414359e-13      -4.171688479937e-15 
  149       5.713304829318e-10       1.447496738893e-13      -6.064895372042e-12       0.000000000000e+00       3.617635819513e-12       6.466966975606e-13      -4.105865960332e-15 
  150       5.756485098999e-10       1.441323425613e-13      -6.072151529097e-12       0.000000000000e+00       3.548562263763e-12       6.370474303433e-13      -4.039692837133e-15 
  151       5.799429866475e-10       1.434565611099e-13      -6.076263311391e-12       0.000000000000e+00       3.481234516632e-12       6.275930174683e-13      -3.973215581139e-15 
  152       5.842126755036e-10       1.427235562505e-13      -6.077189342278e-12       0.000000000000e+00       3.415620228660e-12       6.183293132274e-13      -3.906480807810e-15 
  153       5.884562973496e-10       1.419346598659e-13      -6.074889782893e-12       0.000000000000e+00       3.351679837162e-12       6.092512277463e-13      -3.839535257410e-15 
  154       5.926725308168e-10       1.410913107516e-13      -6.069326371893e-12       0.000000000000e+00       3.289366409422e-12       6.003527062111e-13      -3.772425775155e-15 
  155       5.968600114830e-10       1.401950563610e-13      -6.060462465183e-12       0.000000000000e+00       3.228625485882e-12       5.916267080947e-13      -3.705199291360e-15 
