# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:gr.fac. D             16:gr.fac. f          
       6.975356361533e+09       1.553470319721e-17       6.644671157119e-05       1.049767086171e+14       1.456774934164e+04       2.088459511529e-06       1.016152430580e+14       3.836302631170e-05       6.513953773933e+27       8.319777604333e+20       4.177108385443e+21       3.601553394783e-08       4.506150569055e+27       1.102010935207e+28       1.153035080500e-04       1.044878227058e-01 
       6.926868283503e+09       1.575295022589e-17       6.691183989460e-05       1.035223236579e+14       1.456774934117e+04       2.103078728054e-06       1.009088808880e+14       3.863156745889e-05       6.334710761082e+27       8.147480049013e+20       4.090603000643e+21       3.601553394783e-08       4.382155829087e+27       1.071687149552e+28       1.153875489384e-04       1.044117250836e-01 
       6.878717262619e+09       1.597426340673e-17       6.738022239006e-05       1.020880882704e+14       1.456774934070e+04       2.117800279094e-06       1.002074288820e+14       3.890198839359e-05       6.160399938229e+27       7.978750671711e+20       4.005889089969e+21       3.601553394783e-08       4.261573024718e+27       1.042197776671e+28       1.154715898304e-04       1.043357382624e-01 
       6.830900955883e+09       1.619868581609e-17       6.785188270442e-05       1.006737232954e+14       1.456774934023e+04       2.132624880991e-06       9.951085290782e+13       3.917430227431e-05       5.990885587402e+27       7.813515577621e+20       3.922929553078e+21       3.601553394783e-08       4.144308270476e+27       1.013519856216e+28       1.155556307262e-04       1.042598620006e-01 
       6.783417036581e+09       1.642626113552e-17       6.832684630353e-05       9.927895344092e+13       1.456774933976e+04       2.147553255100e-06       9.881911907052e+13       3.944852235166e-05       5.826035725150e+27       7.651702402254e+20       3.841688057951e+21       3.601553394783e-08       4.030270264317e+27       9.856310596325e+27       1.156396716258e-04       1.041840960575e-01 
       6.736263194176e+09       1.665703366023e-17       6.880513501528e-05       9.790350722914e+13       1.456774933928e+04       2.162586127827e-06       9.813219371073e+13       3.972466196900e-05       5.665721999782e+27       7.493240279746e+20       3.762129024984e+21       3.601553394783e-08       3.919370216532e+27       9.585096727767e+27       1.157237125292e-04       1.041084401929e-01 
       6.689437134191e+09       1.689104830777e-17       6.928677066753e-05       9.654711694337e+13       1.456774933880e+04       2.177724230662e-06       9.745004340311e+13       4.000273456312e-05       5.509819591430e+27       7.338059811822e+20       3.684217611404e+21       3.601553394783e-08       3.811521780622e+27       9.321345790076e+27       1.158077534364e-04       1.040328941674e-01 
       6.642936578099e+09       1.712835062670e-17       6.977177690715e-05       9.520951857594e+13       1.456774933831e+04       2.192968300216e-06       9.677263495462e+13       4.028275366484e-05       5.358207114870e+27       7.186093037404e+20       3.607919696012e+21       3.601553394783e-08       3.706640986063e+27       9.064852427462e+27       1.158917943475e-04       1.039574577424e-01 
       6.596759263211e+09       1.736898680551e-17       7.026018101897e-05       9.389045177687e+13       1.456774933782e+04       2.208319078257e-06       9.609993540299e+13       4.056473289971e-05       5.210766525004e+27       7.037273402844e+20       3.533201864238e+21       3.601553394783e-08       3.604646172931e+27       8.815416934865e+27       1.159758352625e-04       1.038821306799e-01 
       6.550902942567e+09       1.761300368160e-17       7.075200119289e-05       9.258965980314e+13       1.456774933733e+04       2.223777311742e-06       9.543191201508e+13       4.084868598865e-05       5.067383024958e+27       6.891535732782e+20       3.460031393507e+21       3.601553394783e-08       3.505457928318e+27       8.572845102461e+27       1.160598761814e-04       1.038069127426e-01 
       6.505365384828e+09       1.786044875036e-17       7.124726471375e-05       9.130688946875e+13       1.456774933684e+04       2.239343752862e-06       9.476853228528e+13       4.113462674863e-05       4.927944976695e+27       6.748816201601e+20       3.388376238909e+21       3.601553394783e-08       3.408999024504e+27       8.336948064458e+27       1.161439171043e-04       1.037318036938e-01 
       6.460144374163e+09       1.811137017447e-17       7.174599522841e-05       9.004189109542e+13       1.456774933634e+04       2.255019159068e-06       9.410976393393e+13       4.142256909334e-05       4.792343814100e+27       6.609052305473e+20       3.318205019164e+21       3.601553394783e-08       3.315194358828e+27       8.107542152039e+27       1.162279580312e-04       1.036568032976e-01 
       6.415237710147e+09       1.836581679324e-17       7.224821820273e-05       8.879441846401e+13       1.456774933584e+04       2.270804293117e-06       9.345557490578e+13       4.171252703386e-05       4.660473958446e+27       6.472182834984e+20       3.249487002880e+21       3.601553394783e-08       3.223970895211e+27       7.884448750362e+27       1.163119989621e-04       1.035819113188e-01 
       6.370643207648e+09       1.862383813212e-17       7.275395546458e-05       8.756422876660e+13       1.456774933533e+04       2.286699923103e-06       9.280593336840e+13       4.200451467937e-05       4.532232736191e+27       6.338147848334e+20       3.182192095095e+21       3.601553394783e-08       3.135257607292e+27       7.667494159489e+27       1.163960398970e-04       1.035071275228e-01 
       6.326358696725e+09       1.888548441233e-17       7.326323247980e-05       8.635108255919e+13       1.456774933482e+04       2.302706822498e-06       9.216080771062e+13       4.229854623778e-05       4.407520299039e+27       6.206888645079e+20       3.116290824092e+21       3.601553394783e-08       3.048985423125e+27       7.456509459145e+27       1.164800808361e-04       1.034324516757e-01 
       6.282382022522e+09       1.915080656068e-17       7.377607653325e-05       8.515474371515e+13       1.456774933431e+04       2.318825770188e-06       9.152016654103e+13       4.259463601647e-05       4.286239546200e+27       6.078347740425e+20       3.051754328499e+21       3.601553394783e-08       2.965087171405e+27       7.251330377194e+27       1.165641217792e-04       1.033578835443e-01 
       6.238711045160e+09       1.941985621942e-17       7.429250763380e-05       8.397497937922e+13       1.456774933379e+04       2.335057550511e-06       9.088397868641e+13       4.289279842298e-05       4.168296048780e+27       5.952468840056e+20       2.988554344642e+21       3.601553394783e-08       2.883497529160e+27       7.051797161741e+27       1.166481627265e-04       1.032834228960e-01 
       6.195343639637e+09       1.969268575634e-17       7.481255488528e-05       8.281155992221e+13       1.456774933327e+04       2.351402953295e-06       9.025221319028e+13       4.319304796570e-05       4.053597976267e+27       5.829196815474e+20       2.926663194174e+21       3.601553394783e-08       2.804152970899e+27       6.857754456750e+27       1.167322036779e-04       1.032090694991e-01 
       6.152277695721e+09       1.996934827493e-17       7.533624375355e-05       8.166425889628e+13       1.456774933275e+04       2.367862773898e-06       8.962483931129e+13       4.349539925457e-05       3.942056025029e+27       5.708477679861e+20       2.866053771948e+21       3.601553394783e-08       2.726991719148e+27       6.669051181078e+27       1.168162446336e-04       1.031348231222e-01 
       6.109511117851e+09       2.024989762475e-17       7.586359788547e-05       8.053285299088e+13       1.456774933222e+04       2.384437813244e-06       8.900182652183e+13       4.379986700180e-05       3.833583348779e+27       5.590258564433e+20       2.806699534147e+21       3.601553394783e-08       2.651953696347e+27       6.485540410851e+27       1.169002855935e-04       1.030606835350e-01 
       6.067041825030e+09       2.053438841187e-17       7.639464274689e-05       7.941712198931e+13       1.456774933169e+04       2.401128877864e-06       8.838314450648e+13       4.410646602259e-05       3.728095490962e+27       5.474487695286e+20       2.748574486664e+21       3.601553394783e-08       2.578980478080e+27       6.307079265066e+27       1.169843265577e-04       1.029866505074e-01 
       6.024867750729e+09       2.082287600955e-17       7.692940380366e-05       7.831684872581e+13       1.456774933115e+04       2.417936779936e-06       8.776876316055e+13       4.441521123585e-05       3.625510318997e+27       5.361114370721e+20       2.691653173710e+21       3.601553394783e-08       2.508015247581e+27       6.133528794342e+27       1.170683675262e-04       1.029127238104e-01 
       5.982986842784e+09       2.111541656895e-17       7.746791015961e-05       7.723181904332e+13       1.456774933062e+04       2.434862337321e-06       8.715865258862e+13       4.472611766492e-05       3.525747960323e+27       5.250088939044e+20       2.635910666672e+21       3.601553394783e-08       2.439002751498e+27       5.964753872740e+27       1.171524084991e-04       1.028389032153e-01 
       5.941397063296e+09       2.141206703012e-17       7.801018546161e-05       7.616182175178e+13       1.456774933007e+04       2.451906373607e-06       8.655278310310e+13       4.503920043829e-05       3.428730740217e+27       5.141362776814e+20       2.581322553195e+21       3.601553394783e-08       2.371889256874e+27       5.800623092550e+27       1.172364494763e-04       1.027651884943e-01 
       5.900096388530e+09       2.171288513308e-17       7.855625699449e-05       7.510664858705e+13       1.456774932953e+04       2.469069718145e-06       8.595112522273e+13       4.535447479037e-05       3.334383121314e+27       5.034888267553e+20       2.527864926487e+21       3.601553394783e-08       2.306622509310e+27       5.641008661978e+27       1.173204904579e-04       1.026915794201e-01 
       5.859082808823e+09       2.201792942899e-17       7.910615022411e-05       7.406609417033e+13       1.456774932898e+04       2.486353206095e-06       8.535364967122e+13       4.567195606220e-05       3.242631644793e+27       4.930618780892e+20       2.475514374851e+21       3.601553394783e-08       2.243151692278e+27       5.485786305648e+27       1.174045314440e-04       1.026180757663e-01 
       5.818354328478e+09       2.232725929164e-17       7.965989425429e-05       7.303995596823e+13       1.456774932842e+04       2.503757678459e-06       8.476032737579e+13       4.599165970221e-05       3.153404873183e+27       4.828508652150e+20       2.424247971433e+21       3.601553394783e-08       2.181427387559e+27       5.334835167842e+27       1.174885724346e-04       1.025446773067e-01 
       5.777908965673e+09       2.264093492894e-17       8.021751273191e-05       7.202803425335e+13       1.456774932787e+04       2.521283982128e-06       8.417112946572e+13       4.631360126696e-05       3.066633334743e+27       4.728513162330e+20       2.374043264181e+21       3.601553394783e-08       2.121401536764e+27       5.188037718401e+27       1.175726134297e-04       1.024713838163e-01 
