# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:gr.fac. D             16:gr.fac. f          
       1.107478627054e+07       6.162027052362e-12       4.184788118800e-02       2.646628572053e+08       1.456770756020e+04       1.315393894649e-03       1.613342622487e+11       2.416052105972e-02       4.139240334315e+16       3.329804191212e+12       1.671793847200e+13       3.601553394783e-08       2.863397689828e+16       7.004642798409e+16       1.930275865818e-04       6.280815553900e-02 
       1.099780161369e+07       6.248593240777e-12       4.214079539452e-02       2.609963823062e+08       1.456770726729e+04       1.324601629889e-03       1.602127690596e+11       2.432963003662e-02       4.025341725455e+16       3.260845929100e+12       1.637171992072e+13       3.601553394783e-08       2.784606175651e+16       6.811911157691e+16       1.931121588977e-04       6.278359070180e-02 
       1.092135210340e+07       6.336375510252e-12       4.243575970577e-02       2.573807022655e+08       1.456770697232e+04       1.333873818967e-03       1.590990717517e+11       2.449992257029e-02       3.914577240366e+16       3.193315751302e+12       1.603267134831e+13       3.601553394783e-08       2.707982750794e+16       6.624482589870e+16       1.931967351912e-04       6.275906797728e-02 
       1.084543401971e+07       6.425390943663e-12       4.273278846995e-02       2.538151133657e+08       1.456770667530e+04       1.343210913055e-03       1.579931161331e+11       2.467140694271e-02       3.806860638038e+16       3.127184083051e+12       1.570064426882e+13       3.601553394783e-08       2.633467756411e+16       6.442211177284e+16       1.932813154920e-04       6.273458746448e-02 
       1.077004366847e+07       6.515656863845e-12       4.303189613165e-02       2.502989216384e+08       1.456770637619e+04       1.352613366483e-03       1.568948483887e+11       2.484409149384e-02       3.702108050537e+16       3.062421962055e+12       1.537549327136e+13       3.601553394783e-08       2.561003175274e+16       6.264955017334e+16       1.933658998299e-04       6.271014926341e-02 
       1.069517738124e+07       6.607190836960e-12       4.333309723916e-02       2.468314427298e+08       1.456770607499e+04       1.362081636762e-03       1.558042150775e+11       2.501798462195e-02       3.600237917707e+16       2.999001025813e+12       1.505707595640e+13       3.601553394783e-08       2.490532586603e+16       6.092576112008e+16       1.934504882349e-04       6.268575347503e-02 
       1.062083151508e+07       6.700010675920e-12       4.363640644442e-02       2.434120017673e+08       1.456770577168e+04       1.371616184607e-03       1.547211631299e+11       2.519309478405e-02       3.501170923661e+16       2.936893499195e+12       1.474525287341e+13       3.601553394783e-08       2.422001122137e+16       5.924940260436e+16       1.935350807373e-04       6.266140020130e-02 
       1.054700245235e+07       6.794134443845e-12       4.394183849945e-02       2.400399332280e+08       1.456770546625e+04       1.381217473954e-03       1.536456398454e+11       2.536943049632e-02       3.404829935035e+16       2.876072182277e+12       1.443988745982e+13       3.601553394783e-08       2.355355423412e+16       5.761916954412e+16       1.936196773677e-04       6.263708954516e-02 
       1.047368660059e+07       6.889580457583e-12       4.424940825629e-02       2.367145808095e+08       1.456770515868e+04       1.390885971991e-03       1.525775928895e+11       2.554700033451e-02       3.311139940923e+16       2.816510438429e+12       1.414084598118e+13       3.601553394783e-08       2.290543600219e+16       5.603379276784e+16       1.937042781568e-04       6.261282161054e-02 
       1.040088039229e+07       6.986367291274e-12       4.455913067795e-02       2.334352973019e+08       1.456770484895e+04       1.400622149172e-03       1.515169702918e+11       2.572581293436e-02       3.220027994478e+16       2.758182182650e+12       1.384799747258e+13       3.601553394783e-08       2.227515190199e+16       5.449203802643e+16       1.937888831355e-04       6.258859650237e-02 
       1.032858028474e+07       7.084513779958e-12       4.487102082749e-02       2.302014444618e+08       1.456770453706e+04       1.410426479249e-03       1.504637204431e+11       2.590587699200e-02       3.131423156119e+16       2.701061870142e+12       1.356121368136e+13       3.601553394783e-08       2.166221119555e+16       5.299270503229e+16       1.938734923351e-04       6.256441432657e-02 
       1.025678275986e+07       7.184039023246e-12       4.518509387344e-02       2.270123928882e+08       1.456770422299e+04       1.420299439284e-03       1.494177920928e+11       2.608720126440e-02       3.045256438291e+16       2.645124485128e+12       1.328036901084e+13       3.601553394783e-08       2.106613664843e+16       5.153462652483e+16       1.939581057870e-04       6.254027519009e-02 
       1.018548432403e+07       7.284962389032e-12       4.550136509351e-02       2.238675219001e+08       1.456770390672e+04       1.430241509685e-03       1.483791343467e+11       2.626979456979e-02       2.961460751755e+16       2.590345529888e+12       1.300534046542e+13       3.601553394783e-08       2.048646415815e+16       5.011666736169e+16       1.940427235228e-04       6.251617920088e-02 
       1.011468150792e+07       7.387303517264e-12       4.581984986908e-02       2.207662194154e+08       1.456770358823e+04       1.440253174217e-03       1.473476966645e+11       2.645366578806e-02       2.879970853352e+16       2.536701014038e+12       1.273600759662e+13       3.601553394783e-08       1.992274239284e+16       4.873772363497e+16       1.941273455744e-04       6.249212646793e-02 
       1.004437086630e+07       7.491082323761e-12       4.614056368882e-02       2.177078818320e+08       1.456770326752e+04       1.450334920036e-03       1.463234288569e+11       2.663882386124e-02       2.800723295206e+16       2.484167444020e+12       1.247225245042e+13       3.601553394783e-08       1.937453243982e+16       4.739672181178e+16       1.942119719740e-04       6.246811710126e-02 
       9.974548977896e+06       7.596319004093e-12       4.646352215241e-02       2.146919139103e+08       1.456770294456e+04       1.460487237704e-03       1.453062810837e+11       2.682527779389e-02       2.723656375322e+16       2.432721812812e+12       1.221395951553e+13       3.601553394783e-08       1.884140746390e+16       4.609261789845e+16       1.942966027539e-04       6.244415121191e-02 
       9.905212445222e+06       7.703034037506e-12       4.678874096680e-02       2.117177286570e+08       1.456770261934e+04       1.470710621220e-03       1.442962038511e+11       2.701303665355e-02       2.648710089545e+16       2.382341589857e+12       1.196101567282e+13       3.601553394783e-08       1.832295237498e+16       4.482439662769e+16       1.943812379468e-04       6.242022891198e-02 
       9.836357894404e+06       7.811248190906e-12       4.711623594994e-02       2.087847472116e+08       1.456770229185e+04       1.481005568040e-03       1.432931480094e+11       2.720210957119e-02       2.575826084841e+16       2.333004711188e+12       1.171331014582e+13       3.601553394783e-08       1.781876350495e+16       4.359107066821e+16       1.944658775855e-04       6.239635031462e-02 
       9.767981975021e+06       7.920982522905e-12       4.744602303072e-02       2.058923987329e+08       1.456770196206e+04       1.491372579100e-03       1.422970647506e+11       2.739250574165e-02       2.504947613864e+16       2.284689569772e+12       1.147073445216e+13       3.601553394783e-08       1.732844829331e+16       4.239167985597e+16       1.945505217030e-04       6.237251553402e-02 
       9.700081359945e+06       8.032258387910e-12       4.777811824897e-02       2.030401202883e+08       1.456770162997e+04       1.501812158845e-03       1.413079056058e+11       2.758423442408e-02       2.436019490773e+16       2.237375006045e+12       1.123318235606e+13       3.601553394783e-08       1.685162498159e+16       4.122529044669e+16       1.946351703328e-04       6.234872468547e-02 
       9.632652745171e+06       8.145097440283e-12       4.811253775370e-02       2.002273567444e+08       1.456770129555e+04       1.512324815251e-03       1.403256224431e+11       2.777730494240e-02       2.368988048264e+16       2.191040298642e+12       1.100054982183e+13       3.601553394783e-08       1.638792231607e+16       4.009099438883e+16       1.947198235085e-04       6.232497788529e-02 
       9.565692849667e+06       8.259521638554e-12       4.844929781029e-02       1.974535606584e+08       1.456770095879e+04       1.522911059849e-03       1.393501674652e+11       2.797172668574e-02       2.303801095784e+16       2.145665155329e+12       1.077273496831e+13       3.601553394783e-08       1.593697925874e+16       3.898790861670e+16       1.948044812637e-04       6.230127525091e-02 
       9.499198415203e+06       8.375553249689e-12       4.878841480058e-02       1.947181921724e+08       1.456770061967e+04       1.533571407750e-03       1.383814932072e+11       2.816750910890e-02       2.240407878895e+16       2.101229704109e+12       1.054963802422e+13       3.601553394783e-08       1.549844470619e+16       3.791517436287e+16       1.948891436328e-04       6.227761690083e-02 
       9.433166206203e+06       8.493214853427e-12       4.912990521370e-02       1.920207189072e+08       1.456770027818e+04       1.544306377671e-03       1.374195525339e+11       2.836466173280e-02       2.178759039761e+16       2.057714484522e+12       1.033116128449e+13       3.601553394783e-08       1.507197721626e+16       3.687195648964e+16       1.949738106499e-04       6.225400295466e-02 
       9.367593009579e+06       8.612529346667e-12       4.947378565885e-02       1.893606158598e+08       1.456769993430e+04       1.555116491962e-03       1.364642986379e+11       2.856319414499e-02       2.118806578711e+16       2.015100439125e+12       1.011720906746e+13       3.601553394783e-08       1.465724474218e+16       3.585744283880e+16       1.950584823498e-04       6.223043353308e-02 
       9.302475634581e+06       8.733519947929e-12       4.982007286162e-02       1.867373653004e+08       1.456769958801e+04       1.566002276626e-03       1.355156850371e+11       2.876311600004e-02       2.060503816875e+16       1.973368905140e+12       9.907687672973e+12       3.601553394783e-08       1.425392437402e+16       3.487084359934e+16       1.951431587671e-04       6.220690875790e-02 
       9.237810912636e+06       8.856210201867e-12       5.016878366405e-02       1.841504566721e+08       1.456769923930e+04       1.576964261350e-03       1.345736655725e+11       2.896443702007e-02       2.003805359830e+16       1.932501606286e+12       9.702505341365e+12       3.601553394783e-08       1.386170208730e+16       3.391139069256e+16       1.952278399372e-04       6.218342875205e-02 
       9.173595697199e+06       8.980623983851e-12       5.051993502457e-02       1.815993864914e+08       1.456769888815e+04       1.588002979529e-03       1.336381944061e+11       2.916716699517e-02       1.948667062267e+16       1.892480644773e+12       9.501572213245e+12       3.601553394783e-08       1.348027249851e+16       3.297833717404e+16       1.953125258952e-04       6.215999363956e-02 
       9.109826863597e+06       9.106785504611e-12       5.087354402167e-02       1.790836582499e+08       1.456769853454e+04       1.599118968290e-03       1.327092260184e+11       2.937131578394e-02       1.895045993610e+16       1.853288493462e+12       9.304800290158e+12       3.601553394783e-08       1.310933862727e+16       3.207095665216e+16       1.953972166769e-04       6.213660354560e-02 
       9.046501308879e+06       9.234719314949e-12       5.122962785208e-02       1.766027823182e+08       1.456769817846e+04       1.610312768522e-03       1.317867152065e+11       2.957689331392e-02       1.842900404596e+16       1.814907988190e+12       9.112103396046e+12       3.601553394783e-08       1.274861166518e+16       3.118854272252e+16       1.954819123182e-04       6.211325859649e-02 
       8.983615951661e+06       9.364450310512e-12       5.158820383440e-02       1.741562758502e+08       1.456769781988e+04       1.621584924899e-03       1.308706170814e+11       2.978390958206e-02       1.792189694767e+16       1.777322320257e+12       8.923397139504e+12       3.601553394783e-08       1.239781075089e+16       3.033040841802e+16       1.955666128552e-04       6.208995891967e-02 
       8.921167731981e+06       9.496003736639e-12       5.194928940728e-02       1.717436626894e+08       1.456769745879e+04       1.632935985906e-03       1.299608870664e+11       2.999237465527e-02       1.742874380860e+16       1.740515029057e+12       8.738598876824e+12       3.601553394783e-08       1.205666275148e+16       2.949588567398e+16       1.956513183244e-04       6.206670464375e-02 
       8.859153611147e+06       9.629405193269e-12       5.231290213305e-02       1.693644732759e+08       1.456769709518e+04       1.644366503871e-03       1.290574808946e+11       3.020229867084e-02       1.694916066062e+16       1.704469994876e+12       8.557627675797e+12       3.601553394783e-08       1.172490204974e+16       2.868432480803e+16       1.957360287624e-04       6.204349589849e-02 
       8.797570571590e+06       9.764680639925e-12       5.267905969231e-02       1.670182445553e+08       1.456769672902e+04       1.655877034984e-03       1.281603546068e+11       3.041369183697e-02       1.648277410121e+16       1.669171431827e+12       8.380404280272e+12       3.601553394783e-08       1.140227033741e+16       2.789509401432e+16       1.958207442063e-04       6.202033281482e-02 
       8.736415616718e+06       9.901856400761e-12       5.304777989477e-02       1.647045198883e+08       1.456769636030e+04       1.667468139332e-03       1.272694645495e+11       3.062656443325e-02       1.602922100263e+16       1.634603880942e+12       8.206851075447e+12       3.601553394783e-08       1.108851641403e+16       2.712757887163e+16       1.959054646933e-04       6.199721552484e-02 
       8.675685770767e+06       1.004095916968e-11       5.341908067203e-02       1.624228489621e+08       1.456769598900e+04       1.679140380919e-03       1.263847673723e+11       3.084092681117e-02       1.558814822931e+16       1.600752203397e+12       8.036892053874e+12       3.601553394783e-08       1.078339599140e+16       2.638118186496e+16       1.959901902609e-04       6.197414416184e-02 
       8.615378078660e+06       1.018201601555e-11       5.379298008302e-02       1.601727877026e+08       1.456769561510e+04       1.690894327701e-03       1.255062200267e+11       3.105678939462e-02       1.515921236278e+16       1.567601573885e+12       7.870452782174e+12       3.601553394783e-08       1.048667150330e+16       2.565532192044e+16       1.960749209469e-04       6.195111886030e-02 
       8.555489605864e+06       1.032505438742e-11       5.416949630853e-02       1.579538981881e+08       1.456769523859e+04       1.702730551607e-03       1.246337797628e+11       3.127416268038e-02       1.474207943437e+16       1.535137474122e+12       7.707460368439e+12       3.601553394783e-08       1.019811192061e+16       2.494943395282e+16       1.961596567894e-04       6.192813975588e-02 
       8.496017438241e+06       1.047010211991e-11       5.454864766216e-02       1.557657485637e+08       1.456769485944e+04       1.714649628568e-03       1.237674041284e+11       3.149305723866e-02       1.433642466516e+16       1.503345686488e+12       7.547843430307e+12       3.601553394783e-08       9.917492571351e+15       2.426296842562e+16       1.962443978267e-04       6.190520698547e-02 
       8.436958681912e+06       1.061718743862e-11       5.493045258117e-02       1.536079129578e+08       1.456769447763e+04       1.726652138550e-03       1.229070509662e+11       3.171348371357e-02       1.394193221308e+16       1.472212287802e+12       7.391532063703e+12       3.601553394783e-08       9.644594965823e+15       2.359539092325e+16       1.963291440976e-04       6.188232068717e-02 
       8.378310463115e+06       1.076633896559e-11       5.531492963564e-02       1.514799713986e+08       1.456769409315e+04       1.738738665576e-03       1.220526784118e+11       3.193545282370e-02       1.355829492703e+16       1.441723643224e+12       7.238457812223e+12       3.601553394783e-08       9.379206626448e+15       2.294618173493e+16       1.964138956410e-04       6.185948100029e-02 
       8.320069928064e+06       1.091758572488e-11       5.570209752113e-02       1.493815097330e+08       1.456769370599e+04       1.750909797758e-03       1.212042448921e+11       3.215897536255e-02       1.318521410773e+16       1.411866400284e+12       7.088553637155e+12       3.601553394783e-08       9.121120922349e+15       2.231483545011e+16       1.964986524960e-04       6.183668806537e-02 
       8.262234242809e+06       1.107095714825e-11       5.609197506783e-02       1.473121195454e+08       1.456769331611e+04       1.763166127325e-03       1.203617091228e+11       3.238406219916e-02       1.282239927512e+16       1.382627483031e+12       6.941753888117e+12       3.601553394783e-08       8.870136908468e+15       2.170086056496e+16       1.965834147022e-04       6.181394202420e-02 
       8.204800593102e+06       1.122648308083e-11       5.648458123505e-02       1.452713980786e+08       1.456769292350e+04       1.775508250650e-03       1.195250301066e+11       3.261072427855e-02       1.246956794224e+16       1.353994086312e+12       6.797994274307e+12       3.601553394783e-08       8.626059169107e+15       2.110377909970e+16       1.966681822995e-04       6.179124301981e-02 
       8.147766184258e+06       1.138419378697e-11       5.687993511674e-02       1.432589481552e+08       1.456769252815e+04       1.787936768284e-03       1.186941671312e+11       3.283897262229e-02       1.212644539524e+16       1.325953670160e+12       6.657211836348e+12       3.601553394783e-08       8.388697665780e+15       2.052312622653e+16       1.967529553279e-04       6.176859119649e-02 
       8.091128241016e+06       1.154411995610e-11       5.727805593961e-02       1.412743781005e+08       1.456769213003e+04       1.800452284977e-03       1.178690797674e+11       3.306881832902e-02       1.179276447955e+16       1.298493954302e+12       6.519344918713e+12       3.601553394783e-08       8.157867589249e+15       1.995844990767e+16       1.968377338278e-04       6.174598669977e-02 
       8.034884007410e+06       1.170629270874e-11       5.767896306315e-02       1.393173016659e+08       1.456769172912e+04       1.813055409715e-03       1.170497278669e+11       3.330027257503e-02       1.146826539178e+16       1.271602912783e+12       6.384333142722e+12       3.601553394783e-08       7.933389215634e+15       1.940931054347e+16       1.969225178399e-04       6.172342967649e-02 
       7.979030746629e+06       1.187074360248e-11       5.808267598695e-02       1.373873379543e+08       1.456769132541e+04       1.825746755747e-03       1.162360715605e+11       3.353334661474e-02       1.115269547755e+16       1.245268768700e+12       6.252117380106e+12       3.601553394783e-08       7.715087766475e+15       1.887528063017e+16       1.970073074052e-04       6.170092027474e-02 
       7.923565740888e+06       1.203750463822e-11       5.848921433972e-02       1.354841113454e+08       1.456769091887e+04       1.838526940613e-03       1.154280712563e+11       3.376805178127e-02       1.084580903468e+16       1.219479989039e+12       6.122639727101e+12       3.601553394783e-08       7.502793272656e+15       1.835594442705e+16       1.970921025651e-04       6.167845864390e-02 
       7.868486291295e+06       1.220660826628e-11       5.889859789568e-02       1.336072514228e+08       1.456769050949e+04       1.851396586178e-03       1.146256876374e+11       3.400439948703e-02       1.054736712192e+16       1.194225279630e+12       5.995843479100e+12       3.601553394783e-08       7.296340442063e+15       1.785089763275e+16       1.971769033611e-04       6.165604493465e-02 
       7.813789717717e+06       1.237808739283e-11       5.931084656004e-02       1.317563929019e+08       1.456769009724e+04       1.864356318657e-03       1.138288816604e+11       3.424240122421e-02       1.025713737295e+16       1.169493580199e+12       5.871673105812e+12       3.601553394783e-08       7.095568530891e+15       1.735974707053e+16       1.972617098352e-04       6.163367929900e-02 
       7.759473358652e+06       1.255197538619e-11       5.972598038352e-02       1.299311755591e+08       1.456768968210e+04       1.877406768650e-03       1.130376145531e+11       3.448206856538e-02       9.974893815396e+15       1.145274059522e+12       5.750074226945e+12       3.601553394783e-08       6.900321218486e+15       1.688211038217e+16       1.973465220296e-04       6.161136189023e-02 
       7.705534571101e+06       1.272830608340e-11       6.014401955144e-02       1.281312441610e+08       1.456768926406e+04       1.890548571173e-03       1.122518478130e+11       3.472341316403e-02       9.700416694922e+15       1.121556110684e+12       5.630993588391e+12       3.601553394783e-08       6.710446485636e+15       1.641761573026e+16       1.974313399868e-04       6.158909286297e-02 
       7.651970730434e+06       1.290711379673e-11       6.056498439284e-02       1.263562483961e+08       1.456768884310e+04       1.903782365682e-03       1.114715432052e+11       3.496644675516e-02       9.433492304128e+15       1.098329346433e+12       5.514379038901e+12       3.601553394783e-08       6.525796496211e+15       1.596590150872e+16       1.975161637498e-04       6.156687237318e-02 
       7.598779230268e+06       1.308843332043e-11       6.098889538225e-02       1.246058428057e+08       1.456768841919e+04       1.917108796115e-03       1.106966627604e+11       3.521118115581e-02       9.173912816154e+15       1.075583594631e+12       5.400179507249e+12       3.601553394783e-08       6.346227482055e+15       1.552661606131e+16       1.976009933616e-04       6.154470057816e-02 
       7.545957482338e+06       1.327229993743e-11       6.141577313065e-02       1.228796867175e+08       1.456768799231e+04       1.930528510912e-03       1.099271687736e+11       3.545762826567e-02       8.921476122867e+15       1.053308893798e+12       5.288344979862e+12       3.601553394783e-08       6.171599631047e+15       1.509941740779e+16       1.976858288658e-04       6.152257763655e-02 
       7.493502916370e+06       1.345874942626e-11       6.184563839815e-02       1.211774441788e+08       1.456768756245e+04       1.944042163056e-03       1.091630238016e+11       3.570580006765e-02       8.675985677499e+15       1.031495488749e+12       5.178826478917e+12       3.601553394783e-08       6.001776978249e+15       1.468397297772e+16       1.977706703063e-04       6.150050370835e-02 
       7.441412979957e+06       1.364781806796e-11       6.227851208678e-02       1.194987838914e+08       1.456768712957e+04       1.957650410098e-03       1.084041906616e+11       3.595570862845e-02       8.437250341620e+15       1.010133826327e+12       5.071576040896e+12       3.601553394783e-08       5.836627300041e+15       1.427995935153e+16       1.978555177271e-04       6.147847895494e-02 
       7.389685138435e+06       1.383954265319e-11       6.271441524950e-02       1.178433791468e+08       1.456768669367e+04       1.971353914194e-03       1.076506324293e+11       3.620736609914e-02       8.205084236312e+15       9.892145512121e+11       4.966546695574e+12       3.601553394783e-08       5.676022011171e+15       1.388706200873e+16       1.979403711727e-04       6.145650353906e-02 
       7.338316874758e+06       1.403396048932e-11       6.315336908301e-02       1.162109077627e+08       1.456768625471e+04       1.985153342133e-03       1.069023124368e+11       3.646078471577e-02       7.979306597448e+15       9.687285018274e+11       4.863692445449e+12       3.601553394783e-08       5.519836064639e+15       1.350497508303e+16       1.980252306880e-04       6.143457762485e-02 
       7.287305689380e+06       1.423110940777e-11       6.359539493133e-02       1.146010520207e+08       1.456768581269e+04       1.999049365374e-03       1.061591942716e+11       3.671597679996e-02       7.759741634950e+15       9.486667063279e+11       4.762968245605e+12       3.601553394783e-08       5.367947854338e+15       1.313340112424e+16       1.981100963180e-04       6.141270137782e-02 
       7.236649100126e+06       1.443102777128e-11       6.404051429126e-02       1.130134986037e+08       1.456768536757e+04       2.013042660072e-03       1.054212417738e+11       3.697295475948e-02       7.546218395916e+15       9.290203786697e+11       4.664329983974e+12       3.601553394783e-08       5.220239120370e+15       1.277205086665e+16       1.981949681083e-04       6.139087496493e-02 
       7.186344642079e+06       1.463375448146e-11       6.448874880516e-02       1.114479385357e+08       1.456768491934e+04       2.027133907119e-03       1.046884190352e+11       3.723173108886e-02       7.338570631521e+15       9.097809147625e+11       4.567734462026e+12       3.601553394783e-08       5.076594856968e+15       1.242064300387e+16       1.982798461046e-04       6.136909855449e-02 
       7.136389867454e+06       1.483932898628e-11       6.494012027179e-02       1.099040671212e+08       1.456768446796e+04       2.041323792171e-03       1.039606903971e+11       3.749231837001e-02       7.136636667571e+15       8.909398887016e+11       4.473139375845e+12       3.601553394783e-08       4.936903222955e+15       1.207890396979e+16       1.983647303531e-04       6.134737231630e-02 
       7.086782345483e+06       1.504779128780e-11       6.539465064088e-02       1.083815838860e+08       1.456768401343e+04       2.055613005683e-03       1.032380204487e+11       3.775472927282e-02       6.940259278627e+15       8.724890490778e+11       4.380503297603e+12       3.601553394783e-08       4.801055454664e+15       1.174656772564e+16       1.984496209003e-04       6.132569642154e-02 
       7.037519662295e+06       1.525918194991e-11       6.585236201136e-02       1.068801925186e+08       1.456768355572e+04       2.070002242945e-03       1.025203740252e+11       3.801897655577e-02       6.749285565588e+15       8.544203153635e+11       4.289785657419e+12       3.601553394783e-08       4.668945781254e+15       1.142337555281e+16       1.985345177929e-04       6.130407104285e-02 
       6.988599420797e+06       1.547354210626e-11       6.631327664400e-02       1.053996008128e+08       1.456768309481e+04       2.084492204112e-03       1.018077162064e+11       3.828507306654e-02       6.563566836646e+15       8.367257743740e+11       4.200946725588e+12       3.601553394783e-08       4.540471342357e+15       1.110907585150e+16       1.986194210783e-04       6.128249635434e-02 
       6.940019240561e+06       1.569091346822e-11       6.677741695057e-02       1.039395206107e+08       1.456768263067e+04       2.099083594242e-03       1.011000123149e+11       3.855303174268e-02       6.382958491513e+15       8.193976768021e+11       4.113947595186e+12       3.601553394783e-08       4.415532107993e+15       1.080342394478e+16       1.987043308039e-04       6.126097253154e-02 
       6.891776757705e+06       1.591133833303e-11       6.724480549929e-02       1.024996677464e+08       1.456768216328e+04       2.113777123325e-03       1.003972279142e+11       3.882286561216e-02       6.207319908835e+15       8.024284338237e+11       4.028750165025e+12       3.601553394783e-08       4.294030800684e+15       1.050618188812e+16       1.987892470176e-04       6.123949975150e-02 
       6.843869624779e+06       1.613485959201e-11       6.771546501841e-02       1.010797619910e+08       1.456768169262e+04       2.128573506325e-03       9.969932880725e+10       3.909458779408e-02       6.036514336709e+15       7.858106137750e+11       3.945317122973e+12       3.601553394783e-08       4.175872819718e+15       1.021711828416e+16       1.988741697676e-04       6.121807819270e-02 
       6.796295510653e+06       1.636152073890e-11       6.818941839265e-02       9.967952699806e+07       1.456768121867e+04       2.143473463206e-03       9.900628103472e+10       3.936821149925e-02       5.870408786200e+15       7.695369388975e+11       3.863611929606e+12       3.601553394783e-08       4.060966167487e+15       9.936008102556e+15       1.989590991026e-04       6.119670803515e-02 
       6.749052100398e+06       1.659136587832e-11       6.866668867042e-02       9.829869024945e+07       1.456768074140e+04       2.158477718976e-03       9.831805087333e+10       3.964375003087e-02       5.708873927807e+15       7.536002821505e+11       3.783598802213e+12       3.601553394783e-08       3.949221377866e+15       9.662632504757e+15       1.990440350714e-04       6.117538946035e-02 
       6.702137095181e+06       1.682443973436e-11       6.914729906021e-02       9.693698300269e+07       1.456768026078e+04       2.173587003715e-03       9.763460483422e+10       3.992121678514e-02       5.551783990755e+15       7.379936640901e+11       3.705242699119e+12       3.601553394783e-08       3.840551446545e+15       9.396778673664e+15       1.991289777234e-04       6.115412265129e-02 
       6.655548212144e+06       1.706078765928e-11       6.963127292875e-02       9.559414023848e+07       1.456767977681e+04       2.188802052613e-03       9.695590966132e+10       4.020062525194e-02       5.399016665082e+15       7.227102498126e+11       3.628509304343e+12       3.601553394783e-08       3.734871763298e+15       9.138239647934e+15       1.992139271083e-04       6.113290779252e-02 
       6.609283184303e+06       1.730045564232e-11       7.011863381013e-02       9.426990060912e+07       1.456767928945e+04       2.204123606010e-03       9.628193232976e+10       4.048198901547e-02       5.250453006399e+15       7.077433459611e+11       3.553365012565e+12       3.601553394783e-08       3.632100046097e+15       8.886814160854e+15       1.992988832762e-04       6.111174507008e-02 
       6.563339760429e+06       1.754349031864e-11       7.060940540214e-02       9.296400638769e+07       1.456767879868e+04       2.219552409424e-03       9.561264004420e+10       4.076532175490e-02       5.105977343286e+15       6.930863977937e+11       3.479776914413e+12       3.601553394783e-08       3.532156277053e+15       8.642306483651e+15       1.993838462774e-04       6.109063467157e-02 
       6.517715704943e+06       1.778993897841e-11       7.110361156992e-02       9.167620341784e+07       1.456767830447e+04       2.235089213593e-03       9.494800023729e+10       4.105063724505e-02       4.965477187230e+15       6.787329863138e+11       3.407712782048e+12       3.601553394783e-08       3.434962640110e+15       8.404526273109e+15       1.994688161627e-04       6.106957678615e-02 
       6.472408797807e+06       1.803984957602e-11       7.160127634234e-02       9.040624106433e+07       1.456767780681e+04       2.250734774510e-03       9.428798056808e+10       4.133794935706e-02       4.828843145039e+15       6.646768254580e+11       3.337141055050e+12       3.601553394783e-08       3.340443460463e+15       8.173288423382e+15       1.995537929833e-04       6.104857160453e-02 
       6.427416834416e+06       1.829327073934e-11       7.210242391920e-02       8.915387216429e+07       1.456767730566e+04       2.266489853461e-03       9.363254892041e+10       4.162727205904e-02       4.695968833669e+15       6.509117593437e+11       3.268030826596e+12       3.601553394783e-08       3.248525145631e+15       7.948412921886e+15       1.996387767908e-04       6.102761931899e-02 
       6.382737625487e+06       1.855025177927e-11       7.260707866772e-02       8.791885297905e+07       1.456767680101e+04       2.282355217059e-03       9.298167340138e+10       4.191861941677e-02       4.566750797398e+15       6.374317595727e+11       3.200351829924e+12       3.601553394783e-08       3.159136128164e+15       7.729724709151e+15       1.997237676370e-04       6.100672012341e-02 
       6.338368996957e+06       1.881084269927e-11       7.311526512422e-02       8.670094314675e+07       1.456767629282e+04       2.298331637284e-03       9.233532233979e+10       4.221200559436e-02       4.441088427271e+15       6.242309225915e+11       3.134074425081e+12       3.601553394783e-08       3.072206809918e+15       7.517053542537e+15       1.998087655744e-04       6.098587421323e-02 
       6.294308789878e+06       1.907509420510e-11       7.362700799968e-02       8.549990563555e+07       1.456767578108e+04       2.314419891519e-03       9.169346428459e+10       4.250744485496e-02       4.318883882770e+15       6.113034671057e+11       3.069169585937e+12       3.601553394783e-08       2.987669507865e+15       7.310233863688e+15       1.998937706556e-04       6.096508178553e-02 
       6.250554860306e+06       1.934305771469e-11       7.414233217605e-02       8.431550669745e+07       1.456767526575e+04       2.330620762589e-03       9.105606800337e+10       4.280495156145e-02       4.200042015631e+15       5.986437315479e+11       3.005608887477e+12       3.601553394783e-08       2.905458401398e+15       7.109104669648e+15       1.999787829336e-04       6.094434303898e-02 
       6.207105079201e+06       1.961478536813e-11       7.466126271174e-02       8.314751582286e+07       1.456767474682e+04       2.346935038799e-03       9.042310248082e+10       4.310454017712e-02       4.084470295768e+15       5.862461715983e+11       2.943364493351e+12       3.601553394783e-08       2.825509481080e+15       6.913509387513e+15       2.000638024621e-04       6.092365817389e-02 
