# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:dd                     4:dT                 
  252       1.404555945419e+14       5.077385233556e+02       4.424149679073e+05 
  253       1.417097486352e+14       5.050524484956e+02       4.412451386742e+05 
  254       1.429746409815e+14       5.023481969099e+02       4.418173327063e+05 
  255       1.442496913869e+14       4.996271638540e+02       4.440778260052e+05 
  256       1.455342987529e+14       4.968906818816e+02       4.479683612447e+05 
  257       1.468278408645e+14       4.941400163111e+02       4.534260457493e+05 
  258       1.481296741785e+14       4.913763605933e+02       4.603832486250e+05 
  259       1.494391336121e+14       4.886008315799e+02       4.687674970423e+05 
  260       1.507555323310e+14       4.858144646920e+02       4.785013716702e+05 
  261       1.520781615381e+14       4.830182089876e+02       4.895024012632e+05 
  262       1.534062902617e+14       4.802129221272e+02       5.016829563993e+05 
  263       1.547391651438e+14       4.773993652373e+02       5.149501423706e+05 
  264       1.560760102288e+14       4.745781976702e+02       5.292056912250e+05 
  265       1.574160267514e+14       4.717499716598e+02       5.443458529611e+05 
  266       1.587583929255e+14       4.689151268726e+02       5.602612858734e+05 
  267       1.601022637322e+14       4.660739848527e+02       5.768369460507e+05 
  268       1.614467707084e+14       4.632267433604e+02       5.939519760260e+05 
  269       1.627910217351e+14       4.603734706038e+02       6.114795925779e+05 
  270       1.641341008257e+14       4.575140993614e+02       6.292869736847e+05 
  271       1.654750679146e+14       4.546484209966e+02       6.472351446294e+05 
  272       1.668129586452e+14       4.517760793620e+02       6.651788632578e+05 
  273       1.681467841590e+14       4.488965645932e+02       6.829665043875e+05 
  274       1.694755308830e+14       4.460092067916e+02       7.004399433695e+05 
  275       1.707981603189e+14       4.431131695944e+02       7.174344388011e+05 
  276       1.721136088312e+14       4.402074436320e+02       7.337785143912e+05 
  277       1.734207874354e+14       4.372908398717e+02       7.492938399773e+05 
  278       1.747185815867e+14       4.343619828467e+02       7.637951116946e+05 
  279       1.760061940188e+14       4.314198104287e+02       7.771191095852e+05 
